Resume_ID,Branch,Specialization,CGPA,Extracted_Keywords,Job_Role,Match_Percentage
R06342,Artificial Intelligence,Deep Learning,8.95,"Manual Testing, Selenium, Automation Testing",QA Engineer,95
R06343,Mechanical,Automation,8.43,"CSS, Redux, HTML",Frontend Developer,89
R06344,Data Science,Data Engineering,9.46,"SEO, AdWords, Content Marketing, Google Analytics",Digital Marketing Exec,73
R06345,Information Technology,Web Development,8.06,"Selenium, JUnit, Automation Testing",QA Engineer,98
R06346,Civil,Structural Engineering,9.47,"CSS, React, HTML, JavaScript, Redux",Frontend Developer,81
R06347,Civil,Structural Engineering,9.08,"Kubernetes, AWS, Docker, CI/CD, Terraform",DevOps Engineer,81
R06348,Civil,Construction Management,8.93,"Cloud Security, Azure, Kubernetes, GCP, AWS",Cloud Engineer,85
R06349,Mechanical,Automation,8.74,"Spring Boot, REST APIs, Java, Microservices",Backend Developer,83
R06350,Electrical,Power Systems,8.55,"Power BI, SQL, Tableau, Excel, Data Visualization",Data Analyst,84
R06351,Artificial Intelligence,Deep Learning,8.21,"UI/UX Design, Figma, User Research",UI/UX Designer,83
R06352,Computer Science,Machine Learning,8.27,"CI/CD, AWS, Terraform, Kubernetes",DevOps Engineer,87
R06353,Artificial Intelligence,Computer Vision,7.16,"Docker, Kubernetes, AWS, CI/CD",DevOps Engineer,88
R06354,Civil,Structural Engineering,9.6,"Penetration Testing, Ethical Hacking, Firewalls, SIEM",Cybersecurity Analyst,83
R06355,Data Science,Big Data,9.06,"Content Marketing, Google Analytics, AdWords, SEO",Digital Marketing Exec,69
R06356,Electrical,Power Systems,9.36,"Stakeholder Management, Scrum, Roadmap Planning",Product Manager,65
R06357,Artificial Intelligence,Natural Language Processing,8.22,"Transformers, Python, Hugging Face",NLP Engineer,82
R06358,Computer Science,Software Engineering,8.94,"Roadmap Planning, Scrum, Stakeholder Management",Product Manager,71
R06359,Data Science,Big Data,7.32,"Hugging Face, NLP, Python",NLP Engineer,76
R06360,Electronics,IoT & Cloud Systems,8.73,"Selenium, JUnit, Automation Testing, Manual Testing",QA Engineer,81
R06361,MBA (Tech Mgmt),Digital Business,7.97,"SIEM, Penetration Testing, Network Security",Cybersecurity Analyst,73
R06362,Artificial Intelligence,Computer Vision,8.12,"SQL, Statistics, Machine Learning, Python, TensorFlow",Data Scientist,69
R06363,Computer Science,Software Engineering,7.73,"SQL, Excel, Tableau, Power BI, Data Visualization",Data Analyst,86
R06364,Mechanical,Automation,8.45,"AWS, Terraform, Kubernetes, CI/CD",DevOps Engineer,91
R06365,Information Technology,Web Development,9.1,"Network Security, Firewalls, SIEM, Ethical Hacking",Cybersecurity Analyst,79
R06366,Electrical,Embedded Systems,7.59,"Hugging Face, NLP, Transformers",NLP Engineer,76
R06367,Data Science,Business Analytics,8.15,"Azure, AWS, Kubernetes, Cloud Security, GCP",Cloud Engineer,73
R06368,Mechanical,Automation,7.14,"Kubernetes, Terraform, CI/CD, AWS",DevOps Engineer,96
R06369,Mechanical,Product Design,9.64,"Wireframing, UI/UX Design, Prototyping",UI/UX Designer,77
R06370,MBA (Tech Mgmt),Product Management,9.75,"Power BI, Data Visualization, SQL, Excel",Data Analyst,82
R06371,MBA (Tech Mgmt),Product Management,8.77,"Automation Testing, Selenium, Manual Testing, JUnit",QA Engineer,73
R06372,Mechanical,Robotics,7.93,"NLP, Hugging Face, Transformers, Python, Text Mining",NLP Engineer,71
R06373,Electronics,IoT & Cloud Systems,8.83,"AdWords, Content Marketing, SEO",Digital Marketing Exec,87
R06374,Information Technology,Human-Computer Interaction,9.66,"AdWords, SEO, Content Marketing",Digital Marketing Exec,91
R06375,Civil,Construction Management,7.76,"NLP, Python, Text Mining",NLP Engineer,87
R06376,Data Science,Business Analytics,9.25,"React, HTML, JavaScript",Frontend Developer,97
R06377,Artificial Intelligence,Deep Learning,8.7,"NLP, Python, Hugging Face, Transformers, Text Mining",NLP Engineer,82
R06378,Electrical,Embedded Systems,7.64,"Express.js, React, MongoDB, Node.js, Docker",Full Stack Developer,66
R06379,Information Technology,Software Engineering,7.59,"Terraform, Docker, CI/CD, Kubernetes, AWS",DevOps Engineer,94
R06380,Data Science,Business Analytics,8.45,"C++, IoT, ARM",Embedded Engineer,76
R06381,Data Science,Data Engineering,8.14,"SEO, Google Analytics, Content Marketing, AdWords",Digital Marketing Exec,98
R06382,Civil,Construction Management,8.41,"C++, IoT, RTOS, ARM, Embedded Systems",Embedded Engineer,65
R06383,Computer Science,Cybersecurity,9.56,"Microservices, Spring Boot, SQL, Java, REST APIs",Backend Developer,91
R06384,MBA (Tech Mgmt),Product Management,8.53,"SQL, Spring Boot, Java, Microservices, REST APIs",Backend Developer,75
R06385,MBA (Tech Mgmt),Digital Business,7.58,"Azure, Cloud Security, Kubernetes, GCP",Cloud Engineer,84
R06386,Mechanical,Robotics,9.41,"Firewalls, Penetration Testing, SIEM, Ethical Hacking",Cybersecurity Analyst,99
R06387,Mechanical,Robotics,9.53,"TensorFlow, SQL, Statistics",Data Scientist,94
R06388,MBA (Tech Mgmt),Product Management,8.06,"IoT, C++, Embedded Systems",Embedded Engineer,68
R06389,Civil,Structural Engineering,7.1,"React, JavaScript, CSS, Redux, HTML",Frontend Developer,78
R06390,Information Technology,Data Analytics,9.05,"JavaScript, CSS, React",Frontend Developer,67
R06391,Data Science,Data Engineering,7.43,"AWS, Terraform, Docker, CI/CD",DevOps Engineer,95
R06392,Civil,Structural Engineering,8.21,"C++, IoT, ARM, Embedded Systems",Embedded Engineer,80
R06393,Information Technology,Web Development,7.12,"AWS, Azure, Cloud Security, GCP",Cloud Engineer,85
R06394,Computer Science,Cloud Computing,9.64,"Wireframing, Figma, UI/UX Design",UI/UX Designer,94
R06395,Electronics,Embedded Systems,9.64,"Python, SQL, Statistics, TensorFlow",Data Scientist,84
R06396,Data Science,Business Analytics,7.12,"TensorFlow, Statistics, Machine Learning, Python",Data Scientist,67
R06397,Mechanical,Product Design,8.31,"Scrum, Roadmap Planning, Stakeholder Management, Agile",Product Manager,88
R06398,Civil,Construction Management,7.75,"HTML, CSS, React, Redux",Frontend Developer,70
R06399,Data Science,Data Engineering,9.34,"Python, TensorFlow, Statistics, Machine Learning",Data Scientist,93
R06400,Computer Science,Artificial Intelligence,7.33,"SEO, Google Analytics, AdWords, Content Marketing",Digital Marketing Exec,98
R06401,Information Technology,Software Engineering,9.34,"Kubernetes, AWS, CI/CD, Terraform",DevOps Engineer,90
R06402,Civil,Construction Management,7.65,"Machine Learning, Python, TensorFlow",Data Scientist,86
R06403,Artificial Intelligence,Computer Vision,7.94,"Penetration Testing, SIEM, Network Security, Ethical Hacking, Firewalls",Cybersecurity Analyst,92
R06404,Electronics,VLSI Design,8.06,"Figma, Prototyping, Wireframing, UI/UX Design, User Research",UI/UX Designer,87
R06405,Electronics,Embedded Systems,8.61,"REST APIs, Spring Boot, Java, Microservices, SQL",Backend Developer,81
R06406,Artificial Intelligence,Natural Language Processing,7.77,"Machine Learning, Python, TensorFlow, SQL, Statistics",Data Scientist,91
R06407,MBA (Tech Mgmt),Operations Management,7.29,"SEO, Google Analytics, Content Marketing",Digital Marketing Exec,84
R06408,Electronics,VLSI Design,9.12,"NLP, Text Mining, Hugging Face, Transformers",NLP Engineer,100
R06409,MBA (Tech Mgmt),Operations Management,7.03,"SEO, Google Analytics, AdWords, Content Marketing",Digital Marketing Exec,86
R06410,Computer Science,Software Engineering,9.6,"SQL, Spring Boot, REST APIs",Backend Developer,80
R06411,Data Science,Big Data,7.44,"Manual Testing, Automation Testing, Selenium, JUnit",QA Engineer,74
R06412,Civil,Structural Engineering,7.7,"Figma, Wireframing, UI/UX Design, User Research",UI/UX Designer,85
R06413,Information Technology,Human-Computer Interaction,9.7,"React, Express.js, Docker, MongoDB",Full Stack Developer,70
R06414,Information Technology,Human-Computer Interaction,8.03,"Penetration Testing, Network Security, Firewalls",Cybersecurity Analyst,84
R06415,Electronics,VLSI Design,8.41,"NLP, Text Mining, Transformers, Python",NLP Engineer,98
R06416,Data Science,Business Analytics,7.95,"Network Security, Firewalls, SIEM, Penetration Testing, Ethical Hacking",Cybersecurity Analyst,74
R06417,MBA (Tech Mgmt),Operations Management,8.0,"Transformers, Text Mining, Hugging Face, Python, NLP",NLP Engineer,70
R06418,Mechanical,Robotics,9.28,"AdWords, SEO, Google Analytics, Content Marketing",Digital Marketing Exec,97
R06419,Computer Science,Web Development,8.95,"CI/CD, AWS, Kubernetes, Terraform, Docker",DevOps Engineer,90
R06420,Mechanical,Automation,8.68,"Tableau, Excel, Power BI, Data Visualization",Data Analyst,82
R06421,Civil,Structural Engineering,7.83,"Power BI, Data Visualization, Tableau",Data Analyst,74
R06422,Information Technology,Human-Computer Interaction,9.35,"AWS, Terraform, Kubernetes",DevOps Engineer,94
R06423,Electronics,VLSI Design,9.36,"SQL, Java, REST APIs, Spring Boot, Microservices",Backend Developer,84
R06424,Electronics,VLSI Design,7.85,"Tableau, SQL, Excel, Data Visualization, Power BI",Data Analyst,71
R06425,Information Technology,Data Analytics,8.9,"Tableau, Power BI, Data Visualization, Excel, SQL",Data Analyst,93
R06426,Data Science,Big Data,7.18,"User Research, UI/UX Design, Prototyping, Wireframing",UI/UX Designer,84
R06427,Information Technology,Human-Computer Interaction,9.07,"Content Marketing, SEO, Google Analytics",Digital Marketing Exec,68
R06428,Information Technology,Web Development,8.17,"ARM, IoT, RTOS, C++, Embedded Systems",Embedded Engineer,68
R06429,Information Technology,Data Analytics,8.06,"SEO, Google Analytics, Content Marketing, AdWords",Digital Marketing Exec,97
R06430,Data Science,Big Data,8.71,"Power BI, Data Visualization, Tableau, SQL",Data Analyst,88
R06431,Mechanical,Robotics,8.4,"Python, Text Mining, Hugging Face",NLP Engineer,88
R06432,MBA (Tech Mgmt),Product Management,7.08,"Figma, User Research, UI/UX Design, Wireframing",UI/UX Designer,79
R06433,Civil,Construction Management,9.6,"AdWords, Google Analytics, Content Marketing, SEO",Digital Marketing Exec,90
R06434,MBA (Tech Mgmt),Operations Management,8.07,"Firewalls, SIEM, Network Security",Cybersecurity Analyst,93
R06435,Electrical,Power Systems,9.62,"C++, ARM, RTOS",Embedded Engineer,85
R06436,Information Technology,Software Engineering,7.64,"SQL, Excel, Power BI",Data Analyst,74
R06437,Mechanical,Robotics,8.76,"Terraform, Kubernetes, AWS, Docker",DevOps Engineer,86
R06438,Electronics,Embedded Systems,7.42,"GCP, Kubernetes, Azure, AWS, Cloud Security",Cloud Engineer,76
R06439,Artificial Intelligence,Natural Language Processing,9.35,"User Research, UI/UX Design, Figma, Wireframing",UI/UX Designer,72
R06440,Data Science,Big Data,9.29,"Figma, Wireframing, UI/UX Design, Prototyping",UI/UX Designer,74
R06441,Artificial Intelligence,Deep Learning,7.63,"SIEM, Network Security, Firewalls, Penetration Testing",Cybersecurity Analyst,97
R06442,Computer Science,Cloud Computing,7.53,"Network Security, Penetration Testing, Firewalls",Cybersecurity Analyst,72
R06443,Computer Science,Cloud Computing,8.18,"Terraform, CI/CD, AWS",DevOps Engineer,94
R06444,Computer Science,Artificial Intelligence,7.96,"Kubernetes, AWS, Azure",Cloud Engineer,83
R06445,Electrical,Control Systems,8.81,"ARM, IoT, C++",Embedded Engineer,80
R06446,Computer Science,Cybersecurity,9.43,"Kubernetes, Docker, CI/CD, AWS, Terraform",DevOps Engineer,81
R06447,Electrical,Power Systems,7.74,"Java, REST APIs, Microservices, SQL, Spring Boot",Backend Developer,69
R06448,Artificial Intelligence,Deep Learning,8.41,"Wireframing, Prototyping, Figma, User Research",UI/UX Designer,67
R06449,Civil,Construction Management,8.74,"User Research, Wireframing, UI/UX Design, Figma",UI/UX Designer,70
R06450,Data Science,Business Analytics,7.42,"RTOS, ARM, IoT, Embedded Systems, C++",Embedded Engineer,70
R06451,Data Science,Big Data,8.76,"React, CSS, JavaScript, Redux, HTML",Frontend Developer,95
R06452,Information Technology,Software Engineering,7.42,"React, CSS, Redux, HTML",Frontend Developer,94
R06453,Artificial Intelligence,Computer Vision,9.61,"Kubernetes, Terraform, AWS",DevOps Engineer,92
R06454,Data Science,Data Engineering,8.52,"Manual Testing, JUnit, Selenium, Automation Testing",QA Engineer,70
R06455,Civil,Structural Engineering,8.13,"Stakeholder Management, Scrum, Agile",Product Manager,80
R06456,Electronics,Embedded Systems,9.23,"AdWords, SEO, Content Marketing, Google Analytics",Digital Marketing Exec,75
R06457,Civil,Structural Engineering,7.14,"MongoDB, Docker, React, Node.js, Express.js",Full Stack Developer,67
R06458,Artificial Intelligence,Natural Language Processing,9.34,"Manual Testing, Automation Testing, Selenium, JUnit",QA Engineer,93
R06459,Electrical,Control Systems,9.03,"Automation Testing, JUnit, Manual Testing, Selenium",QA Engineer,77
R06460,Data Science,Data Engineering,7.13,"AWS, Azure, Kubernetes, GCP",Cloud Engineer,85
R06461,Artificial Intelligence,Natural Language Processing,8.39,"Kubernetes, GCP, AWS",Cloud Engineer,82
R06462,Electrical,Embedded Systems,8.77,"Redux, JavaScript, React",Frontend Developer,96
R06463,Electrical,Control Systems,9.19,"Stakeholder Management, Roadmap Planning, Scrum, Agile",Product Manager,68
R06464,MBA (Tech Mgmt),Digital Business,8.67,"Embedded Systems, C++, ARM, IoT",Embedded Engineer,77
R06465,Civil,Structural Engineering,8.96,"C++, IoT, ARM, RTOS, Embedded Systems",Embedded Engineer,86
R06466,Electronics,IoT & Cloud Systems,7.32,"Tableau, Excel, SQL",Data Analyst,95
R06467,Data Science,Big Data,7.63,"Ethical Hacking, Firewalls, SIEM, Penetration Testing, Network Security",Cybersecurity Analyst,80
R06468,Electrical,Control Systems,9.52,"Prototyping, Wireframing, User Research",UI/UX Designer,88
R06469,Data Science,Business Analytics,7.92,"SQL, Excel, Data Visualization, Tableau",Data Analyst,90
R06470,Civil,Structural Engineering,8.81,"SQL, Statistics, Machine Learning, TensorFlow, Python",Data Scientist,98
R06471,Electrical,Embedded Systems,7.11,"SQL, Tableau, Excel",Data Analyst,75
R06472,MBA (Tech Mgmt),Digital Business,8.83,"Embedded Systems, IoT, RTOS",Embedded Engineer,81
R06473,Mechanical,Robotics,8.87,"HTML, React, CSS, JavaScript, Redux",Frontend Developer,73
R06474,Information Technology,Web Development,7.35,"Redux, CSS, HTML, JavaScript",Frontend Developer,87
R06475,Electrical,Power Systems,9.04,"MongoDB, Docker, Node.js, Express.js, React",Full Stack Developer,81
R06476,Electronics,Embedded Systems,8.33,"Machine Learning, Python, SQL",Data Scientist,65
R06477,Artificial Intelligence,Deep Learning,7.69,"Hugging Face, NLP, Python, Text Mining, Transformers",NLP Engineer,74
R06478,MBA (Tech Mgmt),Product Management,8.69,"Java, REST APIs, SQL, Microservices",Backend Developer,73
R06479,Artificial Intelligence,Deep Learning,9.11,"SQL, TensorFlow, Python, Machine Learning",Data Scientist,98
R06480,Computer Science,Cloud Computing,8.78,"Power BI, SQL, Tableau, Data Visualization",Data Analyst,82
R06481,Artificial Intelligence,Deep Learning,9.57,"Python, SQL, TensorFlow, Machine Learning",Data Scientist,96
R06482,Civil,Construction Management,8.97,"Hugging Face, Python, Transformers, Text Mining, NLP",NLP Engineer,70
R06483,MBA (Tech Mgmt),Operations Management,8.38,"Ethical Hacking, Penetration Testing, Network Security, Firewalls",Cybersecurity Analyst,74
R06484,Artificial Intelligence,Natural Language Processing,8.39,"Docker, CI/CD, Kubernetes, AWS, Terraform",DevOps Engineer,79
R06485,Mechanical,Product Design,8.08,"Manual Testing, Automation Testing, Selenium, JUnit",QA Engineer,78
R06486,Information Technology,Web Development,8.22,"Roadmap Planning, Scrum, Agile",Product Manager,85
R06487,MBA (Tech Mgmt),Operations Management,9.35,"SIEM, Firewalls, Penetration Testing, Ethical Hacking",Cybersecurity Analyst,84
R06488,Civil,Structural Engineering,9.2,"Azure, Cloud Security, GCP, Kubernetes, AWS",Cloud Engineer,69
R06489,Artificial Intelligence,Deep Learning,8.93,"Google Analytics, AdWords, SEO",Digital Marketing Exec,95
R06490,Electrical,Control Systems,8.08,"Scrum, Roadmap Planning, Stakeholder Management",Product Manager,93
R06491,Civil,Structural Engineering,8.96,"UI/UX Design, User Research, Figma, Prototyping",UI/UX Designer,98
R06492,Data Science,Data Engineering,9.04,"C++, Embedded Systems, ARM, IoT, RTOS",Embedded Engineer,88
R06493,Artificial Intelligence,Natural Language Processing,9.36,"AWS, Cloud Security, GCP, Kubernetes",Cloud Engineer,84
R06494,Electrical,Power Systems,8.89,"SIEM, Network Security, Ethical Hacking, Firewalls, Penetration Testing",Cybersecurity Analyst,79
R06495,Artificial Intelligence,Computer Vision,7.64,"Roadmap Planning, Scrum, Agile",Product Manager,92
R06496,Electrical,Embedded Systems,9.8,"SQL, Tableau, Data Visualization",Data Analyst,96
R06497,Computer Science,Machine Learning,9.11,"ARM, RTOS, C++, IoT, Embedded Systems",Embedded Engineer,78
R06498,Electrical,Power Systems,7.6,"SEO, Google Analytics, Content Marketing",Digital Marketing Exec,95
R06499,Computer Science,Software Engineering,8.85,"MongoDB, Node.js, React, Express.js, Docker",Full Stack Developer,82
R06500,Data Science,Data Engineering,8.78,"AWS, Terraform, Docker",DevOps Engineer,85
R06501,Data Science,Big Data,7.87,"Agile, Stakeholder Management, Scrum",Product Manager,86
R06502,MBA (Tech Mgmt),Digital Business,9.11,"Java, Microservices, SQL",Backend Developer,92
